title,description,date,label
Science meets shape-throwing in 'Dance your PhD' contest,"You might be able to explain your ""insights into oral chemesthetic perception"" to a group of chemistry professors - but can you dance it?",04-05-2025,0
'Choir helped me heal after sister's death',"A singer taking part in Hull's International Choir Competition this weekend has said being in a choir helped her to ""heal"" following the death of her sister.",04-05-2025,0
Trevor Nelson's awkward encounter with Usher,Listen to the full episode on BBC Sounds.,04-05-2025,0
Portuguese Spring Festival 'for everybody',"One of the organisers of the Portuguese Spring Festival says ""everyone is welcome"" and ""it's not just for the Portuguese community"".",04-05-2025,0
Race Across the World brothers applied to defy age,Two brothers who competed in the TV series Race Across the World said they took on the challenge to show they could complete it at any age.,04-05-2025,0
Exhibit lets visitors walk through Lowry painting,An art gallery that bought L. S. Lowry's iconic Going to the Match painting for £7.8m is letting visitors experience the artwork in a new immersive show.,04-05-2025,0
Do young people in west Belfast 'stand with Kneecap'?,Irish rap group Kneecap have been in the spotlight for controversial reasons this week and BBC News NI asked young fans in their west Belfast home if their views of the group have changed.,04-05-2025,0
The stars who rocked Portman Road over the years,Ipswich Town Football Club's Portman Road will welcome global superstarEd Sheeran in July- but he is not the first to have rocked the stadium.,04-05-2025,0
Lorraine Kelly reassures fans ahead of surgery,TV presenter Lorraine Kelly has revealed that she needs to undergo surgery to remove her ovaries and fallopian tubes.,04-05-2025,0
Evacuations in Chile and Argentina after tsunami warning,Coastal areas of Chile and Argentina were evacuated after Chilean authorities issued a tsunami warning following a 7.4 magnitude earthquake off the country's southern coast.,04-05-2025,0
How the political consensus on climate change has shattered,"When the UK became the first major economy in the world to commit to reducing its carbon emissions to net zero by 2050, there was so little disagreement among MPs it was simply'nodded through' without a vote.",04-05-2025,0
Council to end lease of erosion-threatened car park,A local authority has decided not to renew its lease of a car park at a popular Moray beach due to the impact of climate change.,04-05-2025,0
Carbon capture company wins $5m to scale up,A carbon capture company has won a $5m international prize to scale up its work.,04-05-2025,0
Breeder calls for public to support native sheep,A Manx Loaghtan sheep breeder has said more should to be done to protect the rare species at risk.,04-05-2025,0
Donkey has two mums after 'one in a million' birth,"A donkey foal at a popular farm park has ended up with two mums after a ""one in a million"" birth.",04-05-2025,0
Rare primate twins being co-parented at zoo,"A pair of critically-endangered primates were born at a Cornish zoo last month, keepers have said.",04-05-2025,0
Union warns of half-term strikes at Gatwick,"Strikes at Gatwick Airport could lead to delayed or cancelled flights over the May half-term, a union has warned.",04-05-2025,0
How to stay safe in the sea this weekend,More stories from Wales.,04-05-2025,0
Unlawful renting of short-term lets on the rise,The government has been urged to take action after research found more than half of London's short-term holiday let properties are being rented out unlawfully.,04-05-2025,0
Bank holiday fun from morris dancers to tiger cubs,"Morris dancing, markets and Sumatran tiger cubs are among the attractions drawing visitors to the West Midlands this weekend.",04-05-2025,0
Float to live: How to stay safe in the water this weekend,High temperatures are forecast for much of the UK ahead of the bank holiday weekend.,04-05-2025,0
David Bowie to Doctor Who: Famous faces come to life in art show,"From Winston Churchill to Amy Winehouse, and Charles Darwin to Doctor Who star Ncuti Gatwa, portraits of a host of British icons feature in the first immersive exhibition to use one of Britain's national art collections.",04-05-2025,0
City hosts giant rats in sculpture trail for charity,A city is preparing for its streets to be filled with giant rat sculptures as part of a new art trail to honour a local musician.,04-05-2025,0
How local theatre made shy teen into West End star,One of the original cast members of Six The Musical has credited her childhood theatre experiences for helping her overcome shyness and achieve West End success.,04-05-2025,0
Theatre praises Oldman's 'thrilling' York return,"Gary Oldman's return to the theatre where he made his professional debut is a ""very generous decision"" by the star, venue staff say.",04-05-2025,0
Derry dance company 'shocked' at 100% funding cut,"A dance company based in Londonderry has said a decision to axe 100% of its funding has come as a ""great shock"".",04-05-2025,0
Mosaic artist uses biscuits to make famous faces,"A mosaic artist based in London said he had some ""trepidation"" when McVitie's called and asked him to make some famous portraits out of biscuits.",04-05-2025,0
Art gallery marks 'milestone moment' of 125 years,"An art gallery has reopened a section of its exhibition space following conservation work, in celebration of its 125th anniversary.",04-05-2025,0
How Carney's election win will change direction of trade war,On Mark Carney's final day of a gruelling race to be elected PM of vast and sparsely populated Canada I was with him.,04-05-2025,0
Australia's opposition left reeling after crushing election defeat,"Australia's opposition party has been left reeling after a bruising defeat in Saturday's federal election, with a result that is shaping up to be its worst ever loss.",04-05-2025,0
"Jewels linked to Buddha remains go to auction, sparking ethical debate","On Wednesday, a cache of dazzling jewels linked to the Buddha's mortal remains, which have been hailed as one of the most astonishing archaeological finds of the modern era, will go under the hammer at Sotheby's in Hong Kong.",04-05-2025,0
Elon Musk's Starbase city in Texas on brink of becoming official,An election on Saturday is likely to incorporate a new city on the southern tip of Texas dominated by Elon Musk's SpaceX company.,04-05-2025,0
Madeleine McCann family mark 18 years since disappearance,"The family of Madeleine McCann have said their ""determination to leave no stone unturned is unwavering"" on the 18th anniversary of her disappearance.",04-05-2025,0
Vast crowd enjoys free Lady Gaga concert in Brazil,"More than two million people have attended a free Lady Gaga concert on Copacabana beach in Rio de Janeiro, city officials say.",04-05-2025,0
Young men were getting a haircut ahead of a festival - then they were shot dead,"Ahead of Sweden's Walpurgis festival to mark the start of spring, young people were busy selecting outfits or getting their hair done. Not all of them made it there alive.",04-05-2025,0
Europe marks VE Day with Trump on its mind,"""Celebration? What celebration? It feels more like a funeral"" - the damning words of a former senior Nato figure to describe this week's ceremonies marking Victory in Europe Day.",04-05-2025,0
Clair Obscur: How a passion project became 2025's most talked-about game,"In 2020, at the height of the Covid pandemic, Guillaume Broche was like millions of others around the world.",04-05-2025,0
Are there more autistic people now?,"You might have seen the social media videos: the ""five signs you're autistic"". You may have heard about long waiting lists for autism diagnosis. You might know, or sense, that the numbers of people deemed autistic are going up, fast.",04-05-2025,0
Polygamy and pageantry on display at a mass wedding in South Africa,"The bride, Evelyn Sekgalakane, sparkled in white as she walked down the aisle hand-in-hand with Shirley Molala, who was about to become her ""sister wife"" at a mass wedding celebration at a South African church that encourages polygamy.",04-05-2025,0
Romania reruns controversial election after earlier vote annulled,"Romanians will try again to elect a new president today, six months after the first attempt ended in scandal and confusion.",04-05-2025,0
If you were Australia PM how would you handle the US and China?,Australians are heading to the polls on 3 May for a federal election.,04-05-2025,0
Fears of global instability drive Singapore voters into ruling party's arms,Singapore's ruling People's Action Party (PAP) has won by a landslide in an election dominated by concerns over the cost of living and the country's future economic stability.,04-05-2025,0
'Trump was the game-changer': Three things to know about the Australian election result,"Polls predicted a tight race in Australia's election, but Prime Minister Anthony Albanese has won a second term in a landslide.",04-05-2025,0
Trump criticised after posting AI image of himself as Pope,US President Donald Trump has attracted criticism from some Catholics after posting an AI-generated image of himself as the Pope.,04-05-2025,0
Eight arrested in two separate anti-terror operations,Eight men have been arrested in two separate counter-terrorism police investigations.,04-05-2025,0
How Katy Perry became the Hot and Cold popstar,"Earlier this week American singer Katy Perry, best known for her bubblegum pop, said she felt like a ""human Piñata"" after weeks of online backlash.",04-05-2025,0
Conclave author says papal selection is like The Traitors,The bestselling novelist Robert Harris says a conclave to select a new Pope has a similar dynamic to hit TV show The Traitors.,04-05-2025,0
Prince Harry 'can't see a world' where his family will visit the UK,The Duke of Sussex has said the downgrading of taxpayer-funded protection makes visiting his homeland too risky.,04-05-2025,0
Digital powerhouse Uber now accepts cash for fares,Taxi app giant Uber is now allowing passengers across most of the UK to pay in cash.,04-05-2025,0
Look up! This month's Milky Way and meteor magic,More on this story.,04-05-2025,0
Festival 'survived all sorts' as it celebrates 25th anniversary,"""We've survived all sorts of challenges... We've had fires. We've had floods, a global pandemic, but we're still standing.""",04-05-2025,0
Theatre shuts for 7 months as £3.5m revamp begins,The curtains at a historical Suffolk arts venue will be pulled shut for seven months today so a multi-million pound restoration can be carried out.,04-05-2025,0
Retired dancer returns to stage four decades on,A former professional dancer has come out of retirement to return to the stage that inspired him to take up his career almost 40 years ago.,04-05-2025,0
Exhibition looks at how Shakespeare began to write,Curators are putting together an exhibition that aims to show people how William Shakespeare came to write his plays.,04-05-2025,0
Theatre reopens with charity gala after Raac repairs,A theatre forced to close for more than a year after dangerous concrete was found in its roof is set to reopen.,04-05-2025,0
